ITEM_NAME,SKU,CUR_PRICE,MIN_UPBID,MINUTES_LEFT,START_DATE,END_DATE,NUM_BIDS,HIGHEST_BIDR,ITEM_TYPE,LIST_DAY,LIST_MONTH,MINUTES_SINCE,DAYS_SINCE,DATE_OBS,ID
(5) Assorted Nintendo DS Games,225807B,74.25,76.0,20,2020-12-22,2020-12-29,26,siolekm,Technology,Tuesday,December,10060,0,2020-12-29,176
(5) Assorted Sets of Womens Earrings by George,224909F,8.85,10.6,5,2020-12-22,2020-12-29,7,haleygrrl,Jewelry,Tuesday,December,10075,0,2020-12-29,168
925 Silver ALE Pandora Daughter Charm with Cubic Zirconia Stone,223407F,15.51,17.26,10,2020-12-22,2020-12-29,12,jenta,Jewelry,Tuesday,December,10070,0,2020-12-29,166
Akaso Ultra HD 12MP/4K Digital Camera + IP Camera,225868B,46.75,48.5,94,2020-12-22,2020-12-29,16,Tazdriver,Technology,Tuesday,December,9986,0,2020-12-29,178
Centennial 5 Cent Rabbit Coin Encased in Wood Pendant,223385F,6.75,8.5,22,2020-12-22,2020-12-29,6,Bigb1123,Jewelry,Tuesday,December,10058,0,2020-12-29,163
FujiFilm FinePix XP95 16.4MP Digital Camera with 5x Wide Optical Zoom,225795B,20.1,21.85,49,2020-12-22,2020-12-29,9,HugMe,Technology,Tuesday,December,10031,0,2020-12-29,174
Hipstreet Titan 4 (7DTB37) Wi-Fi Android 8GB Tablet,225777B,31.85,33.6,5,2020-12-22,2020-12-29,15,Ben019283,Technology,Tuesday,December,10075,0,2020-12-29,172
Ladies 925 Silver Ale Green Stone Charm,223408F,0.99,2.74,4516,2020-12-22,2020-12-29,1,MelGee73,Jewelry,Tuesday,December,5564,3,2020-12-26,167
Ladies Silver Tone Drop Faux Pearl Earrings,225241F,2.75,4.5,15,2020-12-22,2020-12-29,3,rat,Jewelry,Tuesday,December,10065,0,2020-12-29,169
Ladies Silver Tone Snake Chain Bracelet,223404F,25.75,27.5,14,2020-12-22,2020-12-29,13,Dinner,Jewelry,Tuesday,December,10066,0,2020-12-29,165
Longines Steel Analog Wrist Watch ,219266F,172.5,174.25,18,2020-12-22,2020-12-29,60,11kevin11,Jewelry,Tuesday,December,10062,0,2020-12-29,162
Lot of (5) Assorted Nintendo DS Games ,225808B,37.25,39.0,79,2020-12-22,2020-12-29,19,siolekm,Technology,Tuesday,December,10001,0,2020-12-29,177
Mens Guess Stainless Steel Wrist Watch,212160F,19.25,21.0,9,2020-12-22,2020-12-29,8,FreeMan2015,Jewelry,Tuesday,December,10071,0,2020-12-29,160
Nintendo DSi XL Special Edition Game System,225796B,61.75,63.5,64,2020-12-22,2020-12-29,17,siolekm,Technology,Tuesday,December,10016,0,2020-12-29,175
Pandora 925 Silver Ale Green Stone Charm,223408F,13.75,15.5,6,2020-12-22,2020-12-29,8,on2020,Jewelry,Tuesday,December,10074,0,2020-12-29,167
Property Bag Assorted Fashion Jewelry/Items,223390F,51.75,53.5,1,2020-12-22,2020-12-29,22,AJL91,Jewelry,Tuesday,December,10079,0,2020-12-29,164
Property Bag Assorted Fashion Jewelry/Items,213209F,15.99,17.74,3,2020-12-22,2020-12-29,8,RAYMORAND,Jewelry,Tuesday,December,10077,0,2020-12-29,161
Property Bag Assorted Fashion Jewelry/Items,201810F,41.75,43.5,11,2020-12-22,2020-12-29,20,AJL91,Jewelry,Tuesday,December,10069,0,2020-12-29,159
RCA RCT6773W22 Android 8GB Tablet (WiFi),225778B,25.01,26.76,35,2020-12-22,2020-12-29,12,SBarakah,Technology,Tuesday,December,10045,0,2020-12-29,173
Sony PSP-3001 Portable Handheld Game System,225772B,42.75,44.5,38,2020-12-22,2020-12-29,9,siolekm,Technology,Tuesday,December,10042,0,2020-12-29,171
925 Silver Mystic TopazDiamond Ring,219845F,86.75,88.5,10,2020-12-23,2020-12-30,24,Dinner,Jewelry,Wednesday,December,10070,0,2020-12-30,181
925 Silver Pandora Butterfly Charm,223409F,32.02,33.77,1,2020-12-23,2020-12-30,23,Freckles,Jewelry,Wednesday,December,10079,0,2020-12-30,184
Bulova Stainless Steel Chronograph Wrist Watch ,219259F,101.75,103.5,1,2020-12-23,2020-12-30,28,Ashergil17,Jewelry,Wednesday,December,10079,0,2020-12-30,180
"Ladies Gold Tone Fashion Design Ring, Size 5.5",224905F,3.75,5.5,7,2020-12-23,2020-12-30,3,WILLIH,Jewelry,Wednesday,December,10073,0,2020-12-30,185
Lot of (3) USB chargers,212996B,5.99,7.74,1441,2020-12-23,2020-12-30,3,RAYMORAND,Technology,Wednesday,December,8639,1,2020-12-29,179
Panasonic SE-FX65A 6-Piece Speaker System ,225926B,25.75,27.5,1419,2020-12-23,2020-12-30,12,RAYMORAND,Technology,Wednesday,December,8661,0,2020-12-30,186
Pandora 925 Silver Moments Heart Clasp Chain Bracelet,223406F,41.75,43.5,13,2020-12-23,2020-12-30,11,Freckles,Jewelry,Wednesday,December,10067,0,2020-12-30,183
Property Bag Assorted Fashion Jewelry/Items,223387F,21.75,23.5,10,2020-12-23,2020-12-30,11,RAYMORAND,Jewelry,Wednesday,December,10070,0,2020-12-30,182
Box of Miscellaneous Electronic Parts,225661B,22.75,24.5,2880,2020-12-24,2020-12-31,9,Shergott,Technology,Thursday,December,7200,1,2020-12-30,191
Kingston 64GB MicroSDXC Memory Card,224459B,20.0,21.75,2811,2020-12-24,2020-12-31,10,bmarcus,Technology,Thursday,December,7269,1,2020-12-30,189
MonoPod Selfie StickBluetooth Remote Shutter (New),214553B,4.76,6.51,2904,2020-12-24,2020-12-31,3,Clivor,Technology,Thursday,December,7176,2,2020-12-29,187
Oculus Development Kit 2 Virtual Reality Goggles and Accessories,225630B,261.75,263.5,2865,2020-12-24,2020-12-31,28,Shergott,Technology,Thursday,December,7215,1,2020-12-30,190
Property Bag Assorted Fashion Jewelry/Items,223388F,15.0,16.75,20,2020-12-24,2020-12-31,10,PetNe,Jewelry,Thursday,December,10060,0,2020-12-31,188
BellRoss Heritage BR01-92 Stainless Steel Wrist Watch ,222132F,901.75,903.5,6514,2020-12-25,2021-01-01,52,Shahinfazl,Jewelry,Friday,December,3566,4,2020-12-28,192
Ladies Rose Gold-Tone Fashion Ring,223307F,12.25,14.0,21,2020-12-25,2021-01-01,5,RockHunter70,Jewelry,Friday,December,10059,0,2021-01-01,193
Property Bag Assorted Fashion Jewelry/Items,223380F,61.75,63.5,6,2020-12-25,2021-01-01,20,Joejoe2011,Jewelry,Friday,December,10074,0,2021-01-01,194
Property Bag Assorted Fashion Jewelry/Items,217303F,41.75,43.5,0,2020-12-26,2021-01-02,12,MNS,Jewelry,Saturday,December,10080,0,2021-01-02,195
Property Bag Assorted Fashion Jewelry/Items,223389F,14.26,16.01,18,2020-12-26,2021-01-02,7,RockHunter70,Jewelry,Saturday,December,10062,0,2021-01-02,196
Giorgio Milano Chronograph Wrist Watch,219245F,31.75,33.5,18,2020-12-27,2021-01-03,13,Topshopper,Jewelry,Sunday,December,10062,0,2021-01-03,200
Hipstreet 8GB MicroSDHC Memory Card,154920B,11.75,13.5,2,2020-12-27,2021-01-03,10,Freddyk,Technology,Sunday,December,10078,0,2021-01-03,197
Ladies Stainless SteelBlack Crystal Fashion Ring,223360F,11.75,13.5,19,2020-12-27,2021-01-03,6,MAC2020,Jewelry,Sunday,December,10061,0,2021-01-03,201
Mens Geneva Quartz Fashion Wrist Watch,218258F,6.8,8.55,10,2020-12-27,2021-01-03,5,Joejoe2011,Jewelry,Sunday,December,10070,0,2021-01-03,199
Property Bag Assorted Fashion Jewelry/Items,223515F,44.5,46.25,0,2020-12-27,2021-01-03,21,AJL91,Jewelry,Sunday,December,10080,0,2021-01-03,202
Swatch Analog Gold-Tone Accent Silicone Wrist Watch,215534F,30.01,31.76,4,2020-12-27,2021-01-03,11,SBarakah,Jewelry,Sunday,December,10076,0,2021-01-03,198
iKeyless Universal Car Remote,224467B,32.75,34.5,16,2020-12-27,2021-01-03,14,Tazdriver,Technology,Sunday,December,10064,0,2021-01-03,203
925 SilverMarcasite-Look Stone Necklace,219183F,15.65,17.4,2,2020-12-28,2021-01-04,12,Fniz,Jewelry,Monday,December,10078,0,2021-01-04,206
Apple Watch Series 4 44mm Space Grey Aluminum Case with Sport Band,214046B,336.75,338.5,17,2020-12-28,2021-01-04,45,Dperepeluk,Technology,Monday,December,10063,0,2021-01-04,204
Ladies 925 Silver Ring: DiamondRuby ,219200F,200.0,201.75,1,2020-12-28,2021-01-04,44,ChristianGM,Jewelry,Monday,December,10079,0,2021-01-04,207
Lot of Calculator and Walkie Talkie,214333B,5.25,7.0,13,2020-12-28,2021-01-04,5,pa57,Technology,Monday,December,10067,0,2021-01-04,205
Minerva Pocket Stopwatch,222784F,241.75,243.5,16,2020-12-28,2021-01-04,46,REDZED,Jewelry,Monday,December,10064,0,2021-01-04,208
Nikon DX AF-S Nikkor 18-55mm Camera Lens with Sigma Storage Case,224521B,45.75,47.5,12,2020-12-28,2021-01-04,15,RAYMORAND,Technology,Monday,December,10068,0,2021-01-04,210
Property Bag Assorted Fashion Jewelry/Items,223392F,20.5,22.25,15,2020-12-28,2021-01-04,10,Haroonm,Jewelry,Monday,December,10065,0,2021-01-04,209
Womens Fashion Necklace,226232F,0.99,2.74,9,2020-12-28,2021-01-04,1,RockHunter70,Jewelry,Monday,December,10071,0,2021-01-04,211
8 925 SilverBlue Topaz Tennis Bracelet,223973F,251.75,253.5,18,2020-12-29,2021-01-05,32,Guimond,Jewelry,Tuesday,December,10062,0,2021-01-05,214
Aikela and SoundPeats True Capsule Wireless Earbud Charging Cases,213944B,0.99,2.74,5,2020-12-29,2021-01-05,1,pa57,Technology,Tuesday,December,10075,0,2021-01-05,212
Property Bag Assorted Fashion Jewelry/Items,223367F,30.0,31.75,7,2020-12-29,2021-01-05,14,AJL91,Jewelry,Tuesday,December,10073,0,2021-01-05,213
Silver-ToneEnamel Look Stretch Fashion Bracelet,226231F,0.99,2.74,4,2020-12-29,2021-01-05,1,PJM,Jewelry,Tuesday,December,10076,0,2021-01-05,215
10K White Gold Floral Pendant: DiamondsGemstones,214085F,489.75,491.5,3,2020-12-30,2021-01-06,50,Dinner,Jewelry,Wednesday,December,10077,0,2021-01-06,217
14K White Gold Diamond Ring ,219089F,281.75,283.5,25,2020-12-30,2021-01-06,50,DesveauxFam,Jewelry,Wednesday,December,10055,0,2021-01-06,220
15.6 Lenovo IdeaPad S145 Laptop Computer,225141B,351.75,353.5,5,2020-12-30,2021-01-06,44,NP,Technology,Wednesday,December,10075,0,2021-01-06,227
16GB Apple iPhone 5s Smartphone Silver (Carrier Unknown) ,226071B,56.75,58.5,13,2020-12-30,2021-01-06,14,Terry_Lucky,Technology,Wednesday,December,10067,0,2021-01-06,229
1924-1984 Russian Pin ,202655F,6.5,8.25,6,2020-12-30,2021-01-06,5,jawadnasiri,Jewelry,Wednesday,December,10074,0,2021-01-06,216
64GB Apple iPhone 6 Smartphone (Carrier: Bell) ,226084B,72.75,74.5,7,2020-12-30,2021-01-06,28,Conurehawk,Technology,Wednesday,December,10073,0,2021-01-06,230
Acer Aspire 3680 14.1 Laptop (No HDD/RAM),224186B,13.76,15.51,25,2020-12-30,2021-01-06,7,IFish,Technology,Wednesday,December,10055,0,2021-01-06,226
Apple AirPods Wireless Earbuds with Charging Case,226209B,101.75,103.5,7,2020-12-30,2021-01-06,45,Hightower,Technology,Wednesday,December,10073,0,2021-01-06,231
FitBit Alta HR Fitness TrackerMi Fitness Tracker ,216615B,24.2,25.95,19,2020-12-30,2021-01-06,14,Sledder67,Technology,Wednesday,December,10061,0,2021-01-06,219
FitBit Charge 2 Fitness Tracker,219397B,51.75,53.5,1,2020-12-30,2021-01-06,23,Sledder67,Technology,Wednesday,December,10079,0,2021-01-06,223
Ladies Collision 17-Jewels Incabloc Wind Up Wrist Watch,219260F,8.0,9.75,7,2020-12-30,2021-01-06,6,Waltraud,Jewelry,Wednesday,December,10073,0,2021-01-06,221
"Mens Fashion Replica World Series Championship Ring, Size 11",223431F,17.11,18.86,12,2020-12-30,2021-01-06,9,Ashergil17,Jewelry,Wednesday,December,10068,0,2021-01-06,225
Movado Bold Blue Stainless Steel Wrist Watch,215652F,395.75,397.5,0,2020-12-30,2021-01-06,51,Ashergil17,Jewelry,Wednesday,December,10080,0,2021-01-06,218
Movado Bold Stainless Steel Analog Wrist Watch ,219267F,121.75,123.5,21,2020-12-30,2021-01-06,35,roryharder,Jewelry,Wednesday,December,10059,0,2021-01-06,222
Property Bag Assorted Fashion Jewelry/Items,223393F,26.75,28.5,23,2020-12-30,2021-01-06,7,PetNe,Jewelry,Wednesday,December,10057,0,2021-01-06,224
SC High Tide 8GB Electronic Chronograph Wrist Watch ,225246F,4.51,6.26,17,2020-12-30,2021-01-06,4,pa57,Jewelry,Wednesday,December,10063,0,2021-01-06,228
Vintage Gold-tone Avon Pin,226233F,0.99,2.74,16,2020-12-30,2021-01-06,1,samirman172@gmail.com,Jewelry,Wednesday,December,10064,0,2021-01-06,232
Michael Hill 9431 Stainless Steel and Diamond Wrist Watch ,222140F,707.25,709.0,21,2020-12-31,2021-01-07,82,tbg,Jewelry,Thursday,December,10059,0,2021-01-07,233
TurboTax CD/Download Tax Return SoftwareNorton Antivirus Software,224476B,62.75,64.5,21,2020-12-31,2021-01-07,23,kamuda,Technology,Thursday,December,10059,0,2021-01-07,234
14K YellowWhite Gold Engagement Ring ,217275F,531.75,533.5,0,2021-01-01,2021-01-08,96,HimaniArora,Jewelry,Friday,January,10080,0,2021-01-08,237
Ladies 9K Yellow GoldCZ Ring ,179675F,51.75,53.5,7,2021-01-01,2021-01-08,24,Bonney19,Jewelry,Friday,January,10073,0,2021-01-08,235
MonoPod Selfie StickBluetooth Remote Shutter (New),214559B,11.75,13.5,6,2021-01-01,2021-01-08,8,manIIman,Technology,Friday,January,10074,0,2021-01-08,236
13GB Apple iPhone 5 Smartphone Silver (Carrier Rogers) ,226090B,28.75,30.5,14,2021-01-02,2021-01-09,18,McCormack89,Technology,Saturday,January,10066,0,2021-01-09,254
14K YellowWhite Gold Diamond Engagement Ring,219197F,351.75,353.5,20,2021-01-02,2021-01-09,37,DesveauxFam,Jewelry,Saturday,January,10060,0,2021-01-09,241
15.6 ASUSX540S PC Laptop (No HDD) ,223825B,35.45,37.2,36,2021-01-02,2021-01-09,13,Naturehasit,Technology,Saturday,January,10044,0,2021-01-09,246
8 Aquamarine Tennis Bracelet in 925 Silver,223971F,651.75,653.5,0,2021-01-02,2021-01-09,86,Guimond,Jewelry,Saturday,January,10080,0,2021-01-09,249
Birks 10K White Gold Fresh Water Pearl Earrings ,212299F,141.75,143.5,0,2021-01-02,2021-01-09,56,Quisbamsis,Jewelry,Saturday,January,10080,0,2021-01-09,238
Fossil Arkitekt Wrist Watch,222133F,26.75,28.5,20,2021-01-02,2021-01-09,6,SBarakah,Jewelry,Saturday,January,10060,0,2021-01-09,243
Ladies Fashion/Costume Necklace ,212320F,10.75,12.5,6,2021-01-02,2021-01-09,3,RockHunter70,Jewelry,Saturday,January,10074,0,2021-01-09,239
Ladies Rose Gold-ToneEnamel-Look Fashion Ring,223364F,4.75,6.5,11,2021-01-02,2021-01-09,4,RockHunter70,Jewelry,Saturday,January,10069,0,2021-01-09,245
Lot of (3) Nintendo Wii Games,223944B,20.0,21.75,18,2021-01-02,2021-01-09,12,IanC,Technology,Saturday,January,10062,0,2021-01-09,248
Lot of (4) Assorted Vinyl Records: Stephen Boswell/Gordon Lightfoot,224864B,9.35,11.1,33,2021-01-02,2021-01-09,5,emie123,Technology,Saturday,January,10047,0,2021-01-09,251
Lot of Assorted Gold-Tone Jewelry Charms,219252F,7.26,9.01,12,2021-01-02,2021-01-09,4,Haroonm,Jewelry,Saturday,January,10068,0,2021-01-09,242
Nikon D3400 Digital SLR Camera,225188B,400.0,401.75,12,2021-01-02,2021-01-09,49,Rohan,Technology,Saturday,January,10068,0,2021-01-09,252
Paul Anka and Juno Awards Compilation Music CDs,225321B,6.25,8.0,10,2021-01-02,2021-01-09,5,Afig27,Technology,Saturday,January,10070,0,2021-01-09,253
"Penguins of Madagascar, Wii Play, Disney G-Force Wii Video Games",222936B,6.75,8.5,9,2021-01-02,2021-01-09,6,Afig27,Technology,Saturday,January,10071,0,2021-01-09,244
PowerLocus Over-Ear Wireless Bluetooth Headphones,223851B,14.25,16.0,22,2021-01-02,2021-01-09,7,AP1966,Technology,Saturday,January,10058,0,2021-01-09,247
Rosa Pocket Watch,212881F,21.66,23.41,23,2021-01-02,2021-01-09,11,AJL91,Jewelry,Saturday,January,10057,0,2021-01-09,240
Sky Viper s1350HD Stunt Video Drone,224410B,44.75,46.5,10,2021-01-02,2021-01-09,24,Shizzle_ma_nizzle,Technology,Saturday,January,10070,0,2021-01-09,250
(2) Assorted Pins Silver Tone and Gold Tone ,202644F,0.99,2.74,3,2021-01-03,2021-01-10,1,Gasman,Jewelry,Sunday,January,10077,0,2021-01-10,255
30.5 Gold-Tone Rope Link Fashion Chain,223376F,6.75,8.5,19,2021-01-03,2021-01-10,5,Haroonm,Jewelry,Sunday,January,10061,0,2021-01-10,261
7.5 925 Silver Marine Anchor Link Bracelet,223366F,56.75,58.5,11,2021-01-03,2021-01-10,31,helennowak,Jewelry,Sunday,January,10069,0,2021-01-10,260
925 SilverGreen Amethyst Stud Earrings,223363F,29.75,31.5,21,2021-01-03,2021-01-10,13,RockHunter70,Jewelry,Sunday,January,10059,0,2021-01-10,259
Ladies Silver Tone Fashion Ring,215851F,9.0,10.75,16,2021-01-03,2021-01-10,5,emie123,Jewelry,Sunday,January,10064,0,2021-01-10,256
Lot of (3) Assorted Non-Working Wrist Watches (For Parts/Repairs),219243F,2.74,4.49,27,2021-01-03,2021-01-10,2,viva3840,Jewelry,Sunday,January,10053,0,2021-01-10,257
Ship Cutout Fashion Brooch/Pin,223335F,2.74,4.49,4,2021-01-03,2021-01-10,2,andrewt,Jewelry,Sunday,January,10076,0,2021-01-10,258
(1) Kenwood TK-3207 Civilian Radio,225862B,11.85,13.6,16,2021-01-04,2021-01-11,5,McCormack89,Technology,Monday,January,10064,0,2021-01-11,266
(2) Motorola Walkie Talkies andLED Light,225854B,26.75,28.5,16,2021-01-04,2021-01-11,11,Atimoteob,Technology,Monday,January,10064,0,2021-01-11,265
16GB Apple iPhone 6 Smartphone Space Gray (Carrier Unknown) ,226089B,51.0,52.75,4,2021-01-04,2021-01-11,23,BrianA36,Technology,Monday,January,10076,0,2021-01-11,268
925 Silver Green AmethystCZ Ring,219747F,61.75,63.5,25,2021-01-04,2021-01-11,21,Toplesssky,Jewelry,Monday,January,10055,0,2021-01-11,262
Akai Professional MPC Element Instrument,225664B,51.0,52.75,1,2021-01-04,2021-01-11,20,Hope2020,Technology,Monday,January,10079,0,2021-01-11,263
"Lot of (6) Assorted Items, Flashlights, USB and More",225847B,8.25,10.0,1,2021-01-04,2021-01-11,8,DSLMTL6380,Technology,Monday,January,10079,0,2021-01-11,264
Motorola Inco MTX 4500 Walkie Talkie,225863B,10.55,12.3,3,2021-01-04,2021-01-11,6,pa57,Technology,Monday,January,10077,0,2021-01-11,267
(2) Assorted Items: PinMetal Patch,202648F,0.99,2.74,1,2021-01-05,2021-01-12,1,Gasman,Jewelry,Tuesday,January,10079,0,2021-01-12,270
10K Yellow GoldDiamond Ring,223493F,188.75,190.5,11,2021-01-05,2021-01-12,30,VladimirKO,Jewelry,Tuesday,January,10069,0,2021-01-12,277
14K Yellow GoldTanzanite Stud Earrings,223313F,151.75,153.5,18,2021-01-05,2021-01-12,30,Kojiki,Jewelry,Tuesday,January,10062,0,2021-01-12,272
19 Synthetic Pearl Necklace,223482F,6.75,8.5,7,2021-01-05,2021-01-12,4,Washie1010,Jewelry,Tuesday,January,10073,0,2021-01-12,274
20 925 Silver Marine Anchor Link Chain,223365F,61.75,63.5,23,2021-01-05,2021-01-12,14,helennowak,Jewelry,Tuesday,January,10057,0,2021-01-12,273
925 Silver and Smoky Quartz Bracelet ,220650F,351.75,353.5,24,2021-01-05,2021-01-12,72,VladimirKO,Jewelry,Tuesday,January,10056,0,2021-01-12,271
925 SilverCubic Zirconia Ring,223485F,51.75,53.5,0,2021-01-05,2021-01-12,22,Toplesssky,Jewelry,Tuesday,January,10080,0,2021-01-12,275
Acoustic Research 8-Outlet Surge Protector,226230B,46.75,48.5,0,2021-01-05,2021-01-12,15,Dr.Voltaic,Technology,Tuesday,January,10080,0,2021-01-12,283
Gold Leaf Replica Non Monetary 100 Canadian Dollar Bank Note,126144C,16.75,18.5,23,2021-01-05,2021-01-12,8,MLCEverett,Antique,Tuesday,January,10057,0,2021-01-12,269
Gold-Tone Synthetic StonesPearl Fashion Earrings,223486F,13.5,15.25,25,2021-01-05,2021-01-12,6,RockHunter70,Jewelry,Tuesday,January,10055,0,2021-01-12,276
Google Nest Mini: 2nd Generation,223950B,41.75,43.5,2,2021-01-05,2021-01-12,23,ARTUR1975,Technology,Tuesday,January,10078,0,2021-01-12,278
JBL Flip 3 Portable Bluetooth Speaker,226060B,41.75,43.5,15,2021-01-05,2021-01-12,24,Toplesssky,Technology,Tuesday,January,10065,0,2021-01-12,282
Ladies Roots Fashion Wrist Watch,224383F,14.75,16.5,11,2021-01-05,2021-01-12,10,RC701,Jewelry,Tuesday,January,10069,0,2021-01-12,280
WeWood Natural Wood Wrist Watch,224380F,31.75,33.5,13,2021-01-05,2021-01-12,21,S.amin,Jewelry,Tuesday,January,10067,0,2021-01-12,279
Woods 7500mAh Power Bank,225829B,16.75,18.5,0,2021-01-05,2021-01-12,8,RTS,Technology,Tuesday,January,10080,0,2021-01-12,281
16GB Apple iPhone 5 Smartphone Silver (Carrier Unknown) ,226088B,42.25,44.0,23,2021-01-06,2021-01-13,22,IanC,Technology,Wednesday,January,10057,0,2021-01-13,292
925 Silver Box Link ChainPolar Bear Pendant,219876F,91.75,93.5,22,2021-01-06,2021-01-13,23,Dinner,Jewelry,Wednesday,January,10058,0,2021-01-13,287
925 SilverGenuine Amethyst Bracelet ,219836F,221.75,223.5,18,2021-01-06,2021-01-13,32,Joejoe2011,Jewelry,Wednesday,January,10062,0,2021-01-13,286
Ladies 925 Silver Ring With Topaz Stones ,212267F,181.75,183.5,24,2021-01-06,2021-01-13,39,VladimirKO,Jewelry,Wednesday,January,10056,0,2021-01-13,284
Ladies Michael Hill Stainless Steel Wrist Watch ,224904F,2.74,4.49,15,2021-01-06,2021-01-13,2,Make\my\day,Jewelry,Wednesday,January,10065,0,2021-01-13,290
Mens Fossil Chronograph Wrist Watch,223933F,56.75,58.5,27,2021-01-06,2021-01-13,16,Topshopper,Jewelry,Wednesday,January,10053,0,2021-01-13,288
Mens Harley-Davidson 925 Silver Ring,225897F,63.75,65.5,11,2021-01-06,2021-01-13,29,coppertopowl,Jewelry,Wednesday,January,10069,0,2021-01-13,291
Microsoft Windows Pro 10 Software (New),226843B,111.51,113.26,23,2021-01-06,2021-01-13,36,DSLMTL6380,Technology,Wednesday,January,10057,0,2021-01-13,293
Pandora 925 Silver Braided Clip Charm,219705F,6.75,8.5,20,2021-01-06,2021-01-13,4,flip_2021,Jewelry,Wednesday,January,10060,0,2021-01-13,285
Roots Water Resistant and Stainless Steel Watch,224387F,31.75,33.5,25,2021-01-06,2021-01-13,17,iistherforeiam,Jewelry,Wednesday,January,10055,0,2021-01-13,289
20 HP 2009M HD LCD Monitor,225816B,27.5,29.25,26,2021-01-07,2021-01-14,12,FreeMan2015,Technology,Thursday,January,10054,0,2021-01-14,304
7 925 Silver Charm Bracelet,219715F,55.0,56.75,1,2021-01-07,2021-01-14,33,Bradstor,Jewelry,Thursday,January,10079,0,2021-01-14,295
AmpliVox S601R 20-Watts Megaphone,224414B,22.0,23.75,5,2021-01-07,2021-01-14,9,GOTYA,Technology,Thursday,January,10075,0,2021-01-14,299
Bose AV48 DVD Media Center System,226574B,15.0,16.75,6,2021-01-07,2021-01-14,5,Brodios,Technology,Thursday,January,10074,0,2021-01-14,306
Bose Acoustimass 15 II Home Entertainment Speaker,226572B,31.75,33.5,1,2021-01-07,2021-01-14,11,CReece,Technology,Thursday,January,10079,0,2021-01-14,305
Guitar HeroHarmonix Video Game Guitar Controllers,225305B,4.49,6.24,25,2021-01-07,2021-01-14,3,straightbutter,Technology,Thursday,January,10055,0,2021-01-14,300
Ladies Suisse Quartz Wrist Watch,224394F,2.74,4.49,8,2021-01-07,2021-01-14,2,Bradstor,Jewelry,Thursday,January,10072,0,2021-01-14,298
Lot of (5) Bose Wall Mount Speakers,226578B,251.75,253.5,0,2021-01-07,2021-01-14,61,kibbuys,Technology,Thursday,January,10080,0,2021-01-14,307
Mens WindRiver Quartz Fashion Wrist Watch,219346F,11.75,13.5,22,2021-01-07,2021-01-14,7,Biodad52,Jewelry,Thursday,January,10058,0,2021-01-14,294
Michael Jackson Thriller 25 Vinyl Record (New),226730B,45.0,46.75,15,2021-01-07,2021-01-14,25,Ashergil17,Technology,Thursday,January,10065,0,2021-01-14,308
Middle Atlantic PD-915R-PL Rackmount 15A 9-Outlet Power Center,223300B,31.75,33.5,17,2021-01-07,2021-01-14,12,mike2020,Technology,Thursday,January,10063,0,2021-01-14,297
Miniso JP-103 6250mAh Power Bank,225534B,0.99,2.74,10,2021-01-07,2021-01-14,1,SBarakah,Technology,Thursday,January,10070,0,2021-01-14,302
Night Owl 1080p HD Wired Security System with 8 Wired Cameras,222941B,156.75,158.5,10,2021-01-07,2021-01-14,33,ElaPten,Technology,Thursday,January,10070,0,2021-01-14,296
ReTrak ETPB8M5 8000mAh Power Bank ,225542B,4.52,6.27,0,2021-01-07,2021-01-14,3,broncan,Technology,Thursday,January,10080,0,2021-01-14,303
Victrola ITUT-420 Modern Bluetooth Stereo Turntable and Speakers,225515B,31.75,33.5,9,2021-01-07,2021-01-14,15,jaws1000,Technology,Thursday,January,10071,0,2021-01-14,301
(3) Vinyl Records: Rod Stewart/Ronnie Aldrich/City and Colour,226731B,49.75,51.5,3,2021-01-08,2021-01-15,28,bugpowder,Technology,Friday,January,10077,0,2021-01-15,320
(8) HP 38Epson T078120 Assorted Photo Ink Printer Cartridges (New),226576B,0.99,2.74,16,2021-01-08,2021-01-15,1,SBarakah,Technology,Friday,January,10064,0,2021-01-15,319
16GB Alcatel 5041C Android Smartphone (Unknown Carrier),225234B,16.75,18.5,26,2021-01-08,2021-01-15,10,rohanharipal,Technology,Friday,January,10054,0,2021-01-15,313
16GB Apple iPhone 5s Smartphone Space Gray (Carrier Koodo) ,226087B,31.76,33.51,23,2021-01-08,2021-01-15,9,tonypasceri@gmail.com,Technology,Friday,January,10057,0,2021-01-15,317
16GB Samsung Galaxy Core Android Smartphone (Unknown Carrier),225238B,32.75,34.5,24,2021-01-08,2021-01-15,22,Carolrk29,Technology,Friday,January,10056,0,2021-01-15,315
55 Samsung UN55ES6500F Series 6 Slim LED 3D Smart TV (New) ,227002B,451.75,453.5,22,2021-01-08,2021-01-15,49,Afig27,Technology,Friday,January,10058,0,2021-01-15,326
8GB ZTE Z557BL Android Smartphone (Unknown Carrier),225236B,22.75,24.5,11,2021-01-08,2021-01-15,13,rohanharipal,Technology,Friday,January,10069,0,2021-01-15,314
Canon EOS M 18MP Mirrorless Camera with 18-55mm LensAccessories,215410B,301.75,303.5,6,2021-01-08,2021-01-15,53,Tk310,Technology,Friday,January,10074,0,2021-01-15,309
Eagle FishMark 320 Portable Fish Finder,226429B,65.75,67.5,18,2021-01-08,2021-01-15,33,krampey,Technology,Friday,January,10062,0,2021-01-15,318
HP v250w 8GB USB Flash Drive (New),226752B,10.0,11.75,23,2021-01-08,2021-01-15,6,EricTO2015,Technology,Friday,January,10057,0,2021-01-15,321
